id,organ,pixel_size,data_source,img_height,img_width,tissue_thickness,rle,age,sex,fold
colon_0.jpg,largeintestine,0.361,external,3000,3000,0.4,,-1,,4
colon_101.jpg,largeintestine,0.3018,external,3000,3000,0.4,,-1,,4
colon_105.jpg,largeintestine,0.2257,external,3000,3000,0.4,,-1,,4
colon_109.jpg,largeintestine,0.0826,external,3000,3000,0.4,,-1,,4
colon_112.jpg,largeintestine,0.336,external,3000,3000,0.4,,-1,,4
colon_116.jpg,largeintestine,0.418,external,3000,3000,0.4,,-1,,4
colon_12.jpg,largeintestine,0.5684,external,3000,3000,0.4,,-1,,4
colon_123.jpg,largeintestine,0.2583,external,3000,3000,0.4,,-1,,4
colon_127.jpg,largeintestine,0.339,external,3000,3000,0.4,,-1,,4
colon_130.jpg,largeintestine,0.5054,external,3000,3000,0.4,,-1,,4
colon_134.jpg,largeintestine,0.4531,external,3000,3000,0.4,,-1,,4
colon_138.jpg,largeintestine,0.3398,external,3000,3000,0.4,,-1,,4
colon_141.jpg,largeintestine,0.3003,external,3000,3000,0.4,,-1,,4
colon_145.jpg,largeintestine,0.3013,external,3000,3000,0.4,,-1,,4
colon_149.jpg,largeintestine,0.4236,external,3000,3000,0.4,,-1,,4
colon_152.jpg,largeintestine,0.3008,external,3000,3000,0.4,,-1,,4
colon_156.jpg,largeintestine,0.1746,external,3000,3000,0.4,,-1,,4
colon_16.jpg,largeintestine,0.4028,external,3000,3000,0.4,,-1,,4
colon_163.jpg,largeintestine,0.4038,external,3000,3000,0.4,,-1,,4
colon_167.jpg,largeintestine,0.4265,external,3000,3000,0.4,,-1,,4
colon_170.jpg,largeintestine,0.2595,external,3000,3000,0.4,,-1,,4
colon_174.jpg,largeintestine,0.2087,external,3000,3000,0.4,,-1,,4
colon_178.jpg,largeintestine,0.1938,external,3000,3000,0.4,,-1,,4
colon_181.jpg,largeintestine,0.3003,external,3000,3000,0.4,,-1,,4
colon_185.jpg,largeintestine,0.531,external,3000,3000,0.4,,-1,,4
colon_189.jpg,largeintestine,0.4045,external,3000,3000,0.4,,-1,,4
colon_192.jpg,largeintestine,0.5674,external,3000,3000,0.4,,-1,,4
colon_196.jpg,largeintestine,0.3186,external,3000,3000,0.4,,-1,,4
colon_2.jpg,largeintestine,0.319,external,3000,3000,0.4,,-1,,4
colon_202.jpg,largeintestine,0.315,external,3000,3000,0.4,,-1,,4
colon_206.jpg,largeintestine,0.3965,external,3000,3000,0.4,,-1,,4
colon_21.jpg,largeintestine,0.4243,external,3000,3000,0.4,,-1,,4
colon_213.jpg,largeintestine,0.364,external,3000,3000,0.4,,-1,,4
colon_217.jpg,largeintestine,0.3044,external,3000,3000,0.4,,-1,,4
colon_220.jpg,largeintestine,0.3264,external,3000,3000,0.4,,-1,,4
colon_224.jpg,largeintestine,0.1238,external,3000,3000,0.4,,-1,,4
colon_228.jpg,largeintestine,0.2766,external,3000,3000,0.4,,-1,,4
colon_231.jpg,largeintestine,0.2476,external,3000,3000,0.4,,-1,,4
colon_235.jpg,largeintestine,0.3154,external,3000,3000,0.4,,-1,,4
colon_239.jpg,largeintestine,0.3176,external,3000,3000,0.4,,-1,,4
colon_242.jpg,largeintestine,0.3225,external,3000,3000,0.4,,-1,,4
colon_246.jpg,largeintestine,0.3396,external,3000,3000,0.4,,-1,,4
colon_25.jpg,largeintestine,0.2861,external,3000,3000,0.4,,-1,,4
colon_253.jpg,largeintestine,0.2002,external,3000,3000,0.4,,-1,,4
colon_257.jpg,largeintestine,0.341,external,3000,3000,0.4,,-1,,4
colon_260.jpg,largeintestine,0.4375,external,3000,3000,0.4,,-1,,4
colon_264.jpg,largeintestine,0.3096,external,3000,3000,0.4,,-1,,4
